35.158355,136.963792,12
35.158330,136.963911,12
35.158328,136.963925,12
35.158275,136.964122,12
35.152794,136.966622,12
35.152831,136.966555,12
35.157908,136.965508,12
35.152836,136.966542,12
35.157908,136.965517,12
35.152844,136.966525,12
35.152850,136.966514,12
35.152850,136.966503,12
35.152853,136.966492,12
35.157900,136.965530,12
35.157900,136.965533,12
35.157897,136.965536,12
35.157897,136.965539,12
35.157894,136.965542,12
35.157894,136.965544,12
35.157894,136.965547,12
35.157894,136.965550,12
35.157892,136.965558,12
35.157892,136.965561,12
35.157889,136.965561,12
35.157889,136.965564,12
35.157889,136.965567,12
35.157889,136.965567,12
35.157889,136.965567,12
35.157886,136.965569,12
35.157886,136.965569,12
35.157886,136.965569,12
35.157886,136.965572,12
35.157886,136.965572,12
35.157886,136.965575,12
35.157880,136.965575,12
35.157880,136.965575,12
35.157880,136.965578,12
35.157880,136.965578,12
35.152911,136.966258,12
35.157880,136.965580,12
35.157880,136.965583,12
35.157878,136.965583,12
35.152914,136.966236,12
35.157878,136.965586,12
35.152917,136.966230,12
35.152917,136.966222,12
35.152917,136.966219,12
35.152917,136.966217,12
35.157875,136.965594,12
35.152917,136.966214,12
35.157875,136.965594,12
35.152919,136.966208,12
35.157875,136.965597,12
35.152919,136.966206,12
35.157875,136.965600,12
35.152919,136.966203,12
35.157872,136.965600,12
35.152919,136.966200,12
35.157872,136.965603,12
35.157872,136.965603,12
35.152919,136.966197,12
35.157872,136.965603,12
35.152919,136.966194,12
35.157872,136.965605,12
35.152919,136.966192,12
35.157872,136.965605,12
35.152922,136.966189,12
35.157872,136.965608,12
35.152922,136.966186,12
35.152922,136.966186,12
35.152922,136.966183,12
35.152922,136.966181,12
35.157869,136.965611,12
35.152922,136.966175,12
35.152922,136.966175,12
35.152922,136.966172,12
35.157869,136.965617,12
35.157869,136.965619,12
35.152922,136.966169,12
35.157869,136.965622,12
35.152922,136.966169,12
35.157869,136.965622,12
35.152922,136.966167,12
35.157869,136.965625,12
35.152922,136.966167,12
35.157869,136.965625,12
35.157867,136.965628,12
35.157867,136.965628,12
35.152925,136.966164,12
35.157867,136.965633,12
35.157867,136.965633,12
35.152925,136.966164,12
35.157867,136.965636,12
35.157867,136.965636,12
35.157867,136.965636,12
35.157867,136.965639,12
35.157867,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.152925,136.966164,12
35.157864,136.965639,12
35.152925,136.966164,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.152925,136.966164,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965639,12
35.157864,136.965642,12
35.157864,136.965642,12
35.152925,136.966164,12
35.157864,136.965642,12
35.157864,136.965644,12
35.157864,136.965647,12
35.157864,136.965647,12
35.157861,136.965650,12
35.152925,136.966164,12
35.152925,136.966164,12
35.152925,136.966161,12
35.152925,136.966158,12
35.157842,136.965725,12
35.152925,136.966153,12
35.157839,136.965733,12
35.157833,136.965753,12
35.157825,136.965772,12
35.152925,136.966142,12
35.152925,136.966142,12
35.152925,136.966133,12
35.152925,136.966133,12
35.157794,136.965833,12
35.157775,136.965861,12
35.157769,136.965867,12
35.157767,136.965875,12
35.157578,136.966033,12
35.157569,136.966039,12
35.157561,136.966042,12
35.156519,136.966425,12
35.156486,136.966436,12
35.156475,136.966439,12
35.156464,136.966442,12
35.156453,136.966442,12
35.156442,136.966444,12
35.156430,136.966447,12
35.156419,136.966450,12
35.156408,136.966450,12
35.156400,136.966453,12
35.156392,136.966455,12
35.156369,136.966458,12
35.156364,136.966461,12
35.156353,136.966461,12
35.156342,136.966464,12
35.156314,136.966472,12
35.156303,136.966472,12
35.156294,136.966475,12
35.156275,136.966475,12
35.156267,136.966478,12
35.156256,136.966480,12
35.156247,136.966480,12
35.156239,136.966483,12
35.156228,136.966486,12
35.156217,136.966489,12
35.156189,136.966500,12
35.156180,136.966503,12
35.156167,136.966511,12
35.156158,136.966514,12
35.156150,136.966514,12
35.156142,136.966517,12
35.156133,136.966517,12
35.156122,136.966519,12
35.156114,136.966519,12
35.156108,136.966522,12
35.156100,136.966522,12
35.156092,136.966525,12
35.156083,136.966525,12
35.156078,136.966528,12
35.156072,136.966528,12
35.156064,136.966531,12
35.156058,136.966531,12
35.156053,136.966533,12
35.156042,136.966533,12
35.156028,136.966536,12
35.156014,136.966539,12
35.156005,136.966539,12
35.156000,136.966539,12
35.155994,136.966542,12
35.155989,136.966542,12
35.155983,136.966542,12
35.155978,136.966544,12
35.155972,136.966544,12
35.155967,136.966544,12
35.155958,136.966547,12
35.155953,136.966547,12
35.155947,136.966550,12
35.155942,136.966547,12
35.155925,136.966550,12
35.155925,136.966550,12
35.155919,136.966550,12
35.155914,136.966550,12
35.155908,136.966553,12
35.155905,136.966553,12
35.155900,136.966553,12
35.155897,136.966555,12
35.155889,136.966555,12
35.155883,136.966555,12
35.155880,136.966558,12
35.155878,136.966558,12
35.155875,136.966558,12
35.155867,136.966561,12
35.155864,136.966561,12
35.155861,136.966561,12
35.155853,136.966564,12
35.155850,136.966564,12
35.155847,136.966564,12
35.155844,136.966564,12
35.155842,136.966564,12
35.155839,136.966567,12
35.155836,136.966567,12
35.155833,136.966567,12
35.155831,136.966567,12
35.155831,136.966567,12
35.155828,136.966567,12
35.155825,136.966567,12
35.155817,136.966569,12
35.155789,136.966575,12
35.155786,136.966575,12
35.155780,136.966578,12
35.155775,136.966578,12
35.155769,136.966578,12
35.155764,136.966580,12
35.155758,136.966580,12
35.155753,136.966583,12
35.155744,136.966583,12
35.155730,136.966586,12
35.155725,136.966586,12
35.155717,136.966589,12
35.155708,136.966589,12
35.155700,136.966592,12
35.155692,136.966594,12
35.155686,136.966594,12
35.155678,136.966597,12
35.155669,136.966597,12
35.155661,136.966600,12
35.155653,136.966600,12
35.155644,136.966603,12
35.155636,136.966603,12
35.155631,136.966605,12
35.155619,136.966605,12
35.155597,136.966611,12
35.155589,136.966611,12
35.155580,136.966614,12
35.155555,136.966619,12
35.155547,136.966619,12
35.155539,136.966622,12
35.155530,136.966622,12
